Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag
220628_Smp_MU21_C,MU21,C,KM1906,Glycine betaine,4132193792,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Glycine betaine,2172373760,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Glycine betaine,3289149184,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Glycine betaine,3091767808,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Glycine betaine,3184091392,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Glycine betaine,2736531712,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Glycine betaine,2910711296,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Glycine betaine,2698238208,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Glycine betaine,3265478912,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Glycine betaine,3267633920,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Glycine betaine,3163649280,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Glycine betaine,4578975232,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Glycine betaine,3768614656,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Glycine betaine,4185518592,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Glycine betaine,5885002240,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Glycine betaine,5627534848,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Glycine betaine,2239640832,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Glycine betaine,3770580224,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Glycine betaine,2658361088,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Glycine betaine,3394367488,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Glycine betaine,3482358272,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Glycine betaine,3025300992,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Glycine betaine,2766942208,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Glycine betaine,3287231744,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Glycine betaine,3258842112,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Glycine betaine,2460921856,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Glycine betaine,3162104064,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Glycine betaine,2687168256,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Glycine betaine,4654394368,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Glycine betaine,5156932608,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Glycine betaine,5602401792,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Gonyol,125720712,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Gonyol,183479120,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Gonyol,153546784,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Gonyol,85741184,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Gonyol,99967920,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Gonyol,80445312,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Gonyol,701615552,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Gonyol,614658112,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Gonyol,516986240,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Gonyol,245203856,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Gonyol,427393248,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Gonyol,390039776,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Gonyol,227896608,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Gonyol,287661376,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Gonyol,244399712,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Gonyol,382280864,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Gonyol,277889184,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Gonyol,286520384,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Gonyol,480700480,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Gonyol,406028192,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Gonyol,486534880,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Gonyol,356891840,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Gonyol,343067488,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Gonyol,459538304,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Gonyol,344289600,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Gonyol,283694304,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Gonyol,349684352,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Gonyol,88025744,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Gonyol,196648896,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Gonyol,198178848,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Gonyol,303092640,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Gonyol,335718304,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Gonyol,261588608,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Gonyol,140030400,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Gonyol,154938400,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Gonyol,110018080,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Gonyol,89050080,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Gonyol,147699856,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Gonyol,143091184,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Gonyol,121773448,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Gonyol,107651360,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Gonyol,117142016,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Gonyol,112163936,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Gonyol,133624352,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Gonyol,110809328,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Gonyol,205571232,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Gonyol,248486912,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Gonyol,219331520,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Gonyol,219411920,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Gonyol,286278880,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Gonyol,279405792,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Gonyol,90232256,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Gonyol,169592352,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Gonyol,199027376,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Gonyol,165984704,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Gonyol,232062368,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Gonyol,138203968,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Gonyol,199860304,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Gonyol,149229904,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Gonyol,222388272,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Gonyol,306337824,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Gonyol,213285056,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Gonyol,242519632,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Gonyol,104431000,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Gonyol,141059728,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Gonyol,150537040,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Homarine,127363584,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Homarine,160730480,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Homarine,201568416,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Homarine,5313629184,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Homarine,5230285824,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Homarine,3384094208,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Homarine,6298373632,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Homarine,8431937024,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Homarine,6482905088,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Homarine,6652008448,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Homarine,7701136896,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Homarine,7143899648,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Homarine,2913082112,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Homarine,4177753600,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Homarine,2872741120,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Homarine,5895619584,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Homarine,10022132736,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Homarine,7889409024,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Homarine,5423983616,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Homarine,5568296448,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Homarine,7177793024,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Homarine,5474542592,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Homarine,7453959680,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Homarine,5557900288,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Homarine,3661351680,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Homarine,3861688576,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Homarine,3064957952,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Homarine,135627456,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Homarine,175155632,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Homarine,178664272,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Homarine,6368935936,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Homarine,9523604480,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Homarine,8752926720,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Homarine,4517449728,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Homarine,6091624448,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Homarine,4131428864,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Homarine,1303671424,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Homarine,1724585472,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Homarine,1666856192,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Homarine,380567456,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Homarine,356214240,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Homarine,378457856,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Homarine,189447104,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Homarine,234771824,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Homarine,215503824,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Homarine,144066192,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Homarine,185200784,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Homarine,186018992,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Homarine,174002496,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Homarine,237740256,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Homarine,227834096,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Homarine,173199728,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Homarine,259411616,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Homarine,197537120,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Homarine,313957600,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Homarine,299341600,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Homarine,250714240,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Homarine,373641120,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Homarine,413675360,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Homarine,411045536,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Homarine,1121803008,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Homarine,1274420224,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Homarine,1833308800,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Homarine,3760524800,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Homarine,3653053952,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Homarine,4409219584,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Proline betaine,74693568,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Proline betaine,84823456,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Proline betaine,89012408,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Proline betaine,54081964,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Proline betaine,51192788,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Proline betaine,27085010,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Proline betaine,90667224,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Proline betaine,119485904,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Proline betaine,97059184,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Proline betaine,87697680,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Proline betaine,117091784,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Proline betaine,109129584,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Proline betaine,62084624,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Proline betaine,95553896,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Proline betaine,65322408,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Proline betaine,106343368,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Proline betaine,155622992,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Proline betaine,133430304,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Proline betaine,333405888,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Proline betaine,300556576,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Proline betaine,430740512,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Proline betaine,71686136,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Proline betaine,126130360,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Proline betaine,119423840,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Proline betaine,128831440,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Proline betaine,116471720,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Proline betaine,90559928,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Proline betaine,72674312,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Proline betaine,69801592,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Proline betaine,74848064,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Proline betaine,74022632,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Proline betaine,126436776,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Proline betaine,113680616,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Proline betaine,78668912,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Proline betaine,129963592,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Proline betaine,81035312,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Proline betaine,56006688,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Proline betaine,76500472,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Proline betaine,70979576,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Proline betaine,69373592,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Proline betaine,59778640,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Proline betaine,68507936,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Proline betaine,89525488,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Proline betaine,97634648,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Proline betaine,97497040,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Proline betaine,85832832,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Proline betaine,113615264,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Proline betaine,102817520,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Proline betaine,114346088,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Proline betaine,141059424,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Proline betaine,175304368,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Proline betaine,69953936,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Proline betaine,100173720,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Proline betaine,76452120,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Proline betaine,82195720,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Proline betaine,84709816,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Proline betaine,72651824,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Proline betaine,51049848,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Proline betaine,64204076,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Proline betaine,63154000,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Proline betaine,57800476,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Proline betaine,60149040,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Proline betaine,53180928,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Proline betaine,68392040,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Proline betaine,56320700,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Proline betaine,71753896,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Trigonelline,132317448,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Trigonelline,149061392,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Trigonelline,161880128,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Trigonelline,369598784,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Trigonelline,372539744,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Trigonelline,244049792,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Trigonelline,925607360,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Trigonelline,1216153984,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Trigonelline,911554624,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Trigonelline,528780512,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Trigonelline,698594816,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Trigonelline,627394176,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Trigonelline,641250112,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Trigonelline,959904896,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Trigonelline,714429568,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Trigonelline,480262016,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Trigonelline,994221696,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Trigonelline,705120448,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Trigonelline,514712192,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Trigonelline,633215808,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Trigonelline,820521664,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Trigonelline,431259584,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Trigonelline,757478720,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Trigonelline,640452352,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Trigonelline,1056818816,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Trigonelline,1111873792,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Trigonelline,876946560,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Trigonelline,125356920,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Trigonelline,144059920,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Trigonelline,154834816,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Trigonelline,471687776,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Trigonelline,715981504,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Trigonelline,547074432,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Trigonelline,323986400,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Trigonelline,538640384,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Trigonelline,329720896,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Trigonelline,223595792,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Trigonelline,309522784,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Trigonelline,301868320,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Trigonelline,246814064,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Trigonelline,227097280,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Trigonelline,229328592,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Trigonelline,178718752,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Trigonelline,236990208,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Trigonelline,206082800,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Trigonelline,201648272,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Trigonelline,280087232,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Trigonelline,235746064,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Trigonelline,286305728,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Trigonelline,385397056,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Trigonelline,350093248,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Trigonelline,150633568,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Trigonelline,241658320,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Trigonelline,167609136,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Trigonelline,194430704,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Trigonelline,203455712,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Trigonelline,160807728,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Trigonelline,160595856,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Trigonelline,204948992,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Trigonelline,185079024,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Trigonelline,294070080,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Trigonelline,358307232,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Trigonelline,405998784,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Trigonelline,316708864,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Trigonelline,358887584,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Trigonelline,416733376,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Trimethylamine N-oxide,163708816,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Trimethylamine N-oxide,201517408,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Trimethylamine N-oxide,177818816,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Trimethylamine N-oxide,248622720,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Trimethylamine N-oxide,82321304,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Trimethylamine N-oxide,68491112,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Trimethylamine N-oxide,1074580480,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Trimethylamine N-oxide,664434368,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Trimethylamine N-oxide,669762048,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Trimethylamine N-oxide,408349472,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Trimethylamine N-oxide,319136288,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Trimethylamine N-oxide,426472768,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Trimethylamine N-oxide,885701312,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Trimethylamine N-oxide,1216170368,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Trimethylamine N-oxide,905701568,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Trimethylamine N-oxide,322075744,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Trimethylamine N-oxide,614031680,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Trimethylamine N-oxide,538233024,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Trimethylamine N-oxide,440842624,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Trimethylamine N-oxide,445355296,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Trimethylamine N-oxide,582203072,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Trimethylamine N-oxide,442967744,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Trimethylamine N-oxide,580378560,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Trimethylamine N-oxide,534968576,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Trimethylamine N-oxide,1436942848,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Trimethylamine N-oxide,1538709760,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Trimethylamine N-oxide,914449728,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Trimethylamine N-oxide,162119280,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Trimethylamine N-oxide,150978656,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Trimethylamine N-oxide,165144768,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Trimethylamine N-oxide,298282624,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Trimethylamine N-oxide,233907248,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Trimethylamine N-oxide,42873964,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Trimethylamine N-oxide,402179424,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Trimethylamine N-oxide,570015872,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Trimethylamine N-oxide,351528704,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Trimethylamine N-oxide,223022368,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Trimethylamine N-oxide,370306880,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Trimethylamine N-oxide,398043744,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Trimethylamine N-oxide,164002368,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Trimethylamine N-oxide,242906880,NA,NA
